itemset,Support
"(296, 858, 1210, 4226)",52
"(47, 260, 858, 4226)",52
"(356, 1210, 1270, 1291, 2115)",52
"(318, 2706)",52
"(1196, 1210, 2706)",52
"(1198, 2329, 2571, 2858)",52
"(50, 296, 356, 2329, 2858)",52
"(1, 260, 6377)",52
"(260, 296, 589, 1196, 1198, 1210, 1240, 2571)",52
"(589, 1240, 1291, 2762)",52
"(1210, 1240, 1291, 2762)",52
"(1196, 1210, 1240, 1291, 2762)",52
"(858, 1198, 1200, 1210)",52
"(260, 858, 1198, 1200, 1210)",52
"(593, 1200, 2762)",52
"(296, 593, 608, 1198, 1265)",52
"(296, 356, 608, 1198, 1265)",52
"(47, 260, 2329, 2858)",52
"(47, 260, 2329, 2571, 2858)",52
"(110, 296, 589, 858)",52
"(356, 858, 1196, 4226)",52
"(260, 296, 318, 589, 1196, 2571, 2762)",52
"(260, 356, 1196, 1270, 1291, 2115)",52
"(318, 527, 593, 858, 2858)",52
"(296, 527, 593, 858, 2858)",52
"(32, 296, 589, 608, 1196, 1210)",52
"(296, 318, 1089, 1213, 1221)",52
"(356, 364, 648)",52
"(32, 47, 608, 1210)",52
"(296, 527, 858, 2571, 2858)",52
"(260, 858, 2858, 4226)",52
"(356, 1196, 1210, 1270, 1291, 2115)",52
"(110, 296, 593, 858, 2571)",52
"(110, 296, 318, 356, 858)",52
"(260, 1196, 1210, 2706)",52
"(47, 50, 260, 593, 1198)",52
"(47, 50, 1196, 1198, 2571)",52
"(47, 50, 260, 296, 1196, 1198)",52
"(260, 593, 1136, 1240)",52
"(260, 318, 589, 1196, 1270, 2571)",52
"(47, 260, 589, 593, 1196, 1210)",52
"(47, 527, 1196, 1210, 2571)",52
"(47, 260, 318, 589, 1196, 1210)",52
"(296, 593, 1089, 1213, 1221)",52
"(1089, 1213, 1221, 2571)",52
"(260, 1089, 1213, 1221)",52
"(47, 296, 318, 593, 2329, 2858)",52
"(47, 318, 593, 2329, 2571, 2858)",52
"(47, 296, 356, 2329, 2571, 2858)",52
"(47, 50, 296, 2329, 2571, 2858)",52
"(260, 296, 1198, 1291, 2716)",52
"(296, 1198, 1291, 2571, 2716)",52
"(50, 296, 1196, 2329, 2858)",52
"(110, 527, 858)",52
"(50, 593, 858, 4226)",52
"(50, 296, 858, 2571, 4226)",52
"(50, 318, 593, 2329, 2571, 2858)",52
"(260, 296, 589, 858, 2571, 2858)",52
"(296, 318, 593, 1196, 1270)",52
"(296, 318, 356, 1196, 1270, 2571)",52
"(260, 589, 6377)",52
"(364, 4226, 4306)",52
"(356, 1200, 2762)",52
"(50, 356, 858, 4226)",52
"(356, 1221, 1240)",52
"(47, 50, 593, 1198, 2571)",52
"(47, 50, 356, 1198)",52
"(110, 356, 589, 858, 2571)",52
"(50, 110, 356, 858)",52
"(260, 356, 608, 1198, 1265)",52
"(1, 608, 1198, 1265)",52
"(47, 296, 858, 1213, 1221)",52
"(1213, 1221, 4226)",52
"(260, 608, 1213, 1221)",52
"(50, 608, 1213, 1221)",52
"(1210, 1291, 2115, 2571, 2716)",52
"(32, 296, 592, 608)",52
"(32, 608, 780)",52
"(260, 356, 858, 1196, 4226)",52
"(50, 260, 318, 2329, 2858)",52
"(50, 260, 2329, 2571, 2858)",52
"(1, 1196, 1291, 2571, 2716)",52
"(1, 260, 1196, 1291, 2571, 2716)",52
"(296, 1240, 2329, 2571)",52
"(1240, 4886)",52
"(110, 858, 1196, 1198)",52
"(110, 260, 858, 1196, 1198)",52
"(260, 296, 356, 858, 2571, 2858)",52
"(47, 356, 1210, 1240, 2571)",52
"(1, 47, 260, 356, 1196, 1210, 2571)",52
"(1, 47, 589, 1196, 1210)",52
"(47, 50, 296, 318, 1210)",52
"(1, 356, 589, 1270, 2571)",52
"(47, 260, 296, 1210, 1240, 2571)",52
"(47, 296, 589, 1210, 1240)",52
"(1, 318, 2571, 6377)",52
"(110, 593, 858, 1196)",52
"(110, 296, 356, 858, 1196)",52
"(110, 260, 593, 858, 1196)",52
"(50, 858, 1213, 1221, 2571)",52
"(296, 589, 593, 858, 2858)",52
"(260, 296, 356, 6377)",52
"(260, 318, 356, 2571, 6377)",52
"(260, 296, 858, 1196, 1213, 1221)",52
"(50, 296, 593, 858, 1196, 1221)",52
"(50, 260, 296, 318, 858, 1196, 1221)",52
"(50, 260, 296, 593, 858, 1196, 1221)",52
"(260, 364, 1198, 1291, 2571)",52
"(364, 1196, 1198, 1291, 2571)",52
"(50, 260, 318, 858, 1221, 2571)",52
"(260, 1210, 1291, 2115, 2571, 2716)",52
"(260, 356, 589, 593, 1196, 2762)",52
"(260, 296, 356, 589, 1196, 2571, 2762)",52
"(318, 68157, 79132)",52
"(1089, 1196, 1214, 1240)",52
"(260, 364, 1198, 1210, 1291, 2571)",52
"(364, 1196, 1198, 1210, 1291, 2571)",52
"(260, 364, 1196, 1198, 1210, 1291, 2571)",52
"(296, 318, 858, 1198, 1221)",52
"(260, 364, 1196, 1198, 1291, 2571)",52
"(50, 260, 356, 858, 1221, 2571)",52
"(50, 589, 858, 1221)",52
"(50, 260, 589, 858, 1221)",52
"(50, 527, 858, 1221)",52
"(260, 364, 1270, 2571)",52
"(260, 318, 527, 1270)",52
"(260, 356, 527, 1270)",52
"(47, 50, 296, 593, 1210)",52
"(47, 50, 318, 1210, 2571)",52
"(50, 296, 318, 858, 1196, 1221)",52
"(50, 296, 593, 858, 1213, 1221)",52
"(858, 1198, 1213, 1221)",52
"(50, 608, 1198, 1265)",52
"(47, 318, 608, 1265)",52
"(1265, 2571, 2628)",52
"(296, 1136, 1240, 2571)",52
"(47, 110, 356, 858, 2571)",52
"(110, 260, 296, 356, 858, 1196)",52
"(110, 858, 2858)",52
"(110, 593, 858, 1210)",52
"(110, 318, 858, 1210, 2571)",52
"(296, 1196, 1291, 2571, 2716)",52
"(47, 296, 589, 1196, 1198)",52
"(318, 593, 608, 858, 1196)",52
"(260, 318, 593, 608, 858, 1196)",52
"(260, 296, 356, 589, 1270, 2571)",52
"(364, 1198, 1210, 1291, 2571)",52
"(296, 858, 1221, 1240)",52
"(356, 1196, 1291, 2571, 2716)",52
"(260, 356, 1196, 1291, 2571, 2716)",52
"(589, 1196, 1291, 2571, 2716)",52
"(260, 296, 356, 858, 4226)",52
"(318, 527, 1196, 2762)",52
"(356, 527, 1196, 2571, 2762)",52
"(260, 356, 589, 1136, 1240)",52
"(260, 356, 2329, 2571, 2858)",52
"(110, 296, 364)",52
"(110, 364, 2571)",52
"(260, 318, 593, 1270, 2571)",52
"(1, 296, 318, 1270, 2571)",52
"(589, 593, 1270, 2571)",52
"(50, 296, 318, 593, 608, 858)",52
"(50, 318, 356, 608, 858)",52
"(296, 593, 1196, 2329, 2858)",52
"(260, 318, 1196, 2329, 2858)",52
"(260, 593, 1196, 2329, 2858)",52
"(110, 296, 858, 1196, 1210, 2571)",52
"(110, 260, 296, 858, 1196, 1210, 2571)",52
"(608, 1196, 1265, 2571, 2858)",52
"(47, 608, 1265, 2858)",52
"(296, 318, 608, 1265, 2858)",52
"(260, 589, 1240, 2628)",52
"(1270, 1291, 2115, 2716)",52
"(296, 356, 593, 858, 2571, 2858)",52
"(589, 858, 1240, 1291)",52
"(47, 50, 260, 318, 1210)",52
"(260, 296, 356, 858, 1198, 1221)",52
"(47, 50, 296, 593, 1198)",52
"(593, 2571, 68157)",52
"(1, 260, 356, 1196, 2571, 2762)",52
"(356, 608, 1265, 2571, 2858)",52
"(260, 296, 608, 1265, 2858)",52
"(260, 589, 1221, 1240)",52
"(1, 356, 1291, 2716)",52
"(32, 260, 4226)",52
"(50, 260, 296, 593, 608, 858)",52
"(296, 593, 1136, 1210, 2571)",52
"(296, 318, 356, 1136, 1210)",52
"(296, 356, 593, 1136, 1210)",52
"(4306, 4963, 5445)",52
"(50, 356, 858, 1198, 1221)",52
"(1036, 1196, 1198, 1210, 1214, 1291)",52
"(260, 1036, 1196, 1198, 1210, 1214, 1291)",52
"(260, 318, 356, 593, 1270)",52
"(318, 593, 2571, 6377)",52
"(589, 1240, 2571, 2628)",52
"(296, 589, 2329, 2858)",52
"(110, 858, 1198, 1210)",52
"(110, 260, 296, 858, 1210, 2571)",52
"(296, 1200, 1213)",52
"(356, 364, 1265, 2571)",52
"(1, 364, 1265)",52
"(364, 1196, 1265, 2571)",52
"(260, 364, 1196, 1265)",52
"(593, 858, 1196, 1198, 1221)",52
"(260, 593, 858, 1196, 1198, 1221)",52
"(589, 858, 1196, 1198, 1221)",52
"(260, 589, 858, 1196, 1198, 1221)",52
"(260, 1270, 2115, 2716)",52
"(260, 318, 356, 858, 2858)",52
"(296, 356, 608, 1265, 2858)",52
"(110, 858, 1196, 1198, 1210)",52
"(110, 260, 858, 1196, 1198, 1210)",52
"(110, 318, 356, 2762)",52
"(260, 296, 593, 2329, 2571, 2858)",52
"(260, 296, 356, 2329, 2858)",52
"(589, 593, 1136, 1240)",52
"(1, 260, 356, 589, 1196, 2762)",52
"(260, 593, 608, 858, 1198)",52
"(260, 780, 1240, 1291)",52
"(364, 2329)",52
"(356, 364, 4306, 4886)",52
"(593, 1213, 1221, 2858)",52
"(260, 1210, 4963, 5445)",52
"(32, 260, 2571, 4226)",52
"(32, 1196, 4226)",52
"(318, 780, 2571, 4226)",52
"(356, 2571, 4963, 5445)",52
"(1196, 1240, 2115, 2716)",52
"(1240, 1291, 2115, 2716)",52
"(296, 318, 356, 593, 858, 2858)",52
"(47, 50, 1213, 1221)",52
"(1240, 2115, 2571, 2716)",52
"(47, 318, 593, 858, 1221)",52
"(47, 318, 858, 1221, 2571)",52
"(1036, 1210, 1214, 1291, 2571)",52
"(260, 1036, 1210, 1214, 1291, 2571)",52
"(260, 364, 1265, 2571)",52
"(858, 1210, 1214, 1291)",52
"(260, 858, 1210, 1214, 1291)",52
"(50, 1196, 1198, 1240)",52
"(1, 296, 589, 1196, 2762)",52
"(110, 260, 858, 1198, 1210)",52
"(260, 780, 1196, 4226)",52
"(858, 1210, 1221, 1240)",52
"(47, 296, 318, 1196, 1198, 2571)",52
"(47, 780, 4226)",52
"(260, 1196, 1210, 2571, 2858, 4226)",52
"(318, 608, 1210, 1265, 2571)",52
"(47, 1198, 2329)",52
"(110, 589, 593, 2571, 2762)",52
"(47, 50, 296, 593, 1196, 1210)",52
"(32, 589, 1240, 1291)",52
"(1036, 1196, 1214, 1291, 2571)",52
"(260, 1036, 1196, 1214, 1291, 2571)",52
"(47, 356, 1196, 1210, 1240, 2571)",52
"(47, 260, 296, 1196, 1210, 1240, 2571)",52
"(260, 1240, 2115, 2716)",52
"(589, 1240, 2115, 2716)",52
"(110, 296, 356, 593, 2571, 2762)",52
"(296, 356, 593, 2329, 2571, 2858)",52
"(260, 318, 593, 2329, 2858)",52
"(1, 1270, 1291, 2115)",52
"(356, 1196, 1270, 1291, 2115)",52
"(356, 1210, 2858, 4226)",52
"(47, 50, 260, 318, 1196, 1210)",52
"(47, 50, 260, 593, 1196, 1210, 2571)",52
"(47, 296, 593, 608, 858)",52
"(296, 356, 608, 858, 2858)",52
"(260, 608, 858, 2571, 2858)",52
"(316, 329, 592)",52
"(47, 50, 260, 593, 1210, 2571)",52
"(589, 1196, 1198, 1210, 1270, 2115)",52
"(260, 589, 1196, 1198, 1210, 1270, 2115)",52
"(780, 1196, 4226)",52
"(47, 296, 589, 1198, 2571)",52
"(47, 527, 1198)",52
"(110, 260, 356, 1210, 2571, 2762)",52
"(110, 356, 589, 1210, 2571, 2762)",52
"(1, 1196, 1198, 1210, 1214, 1291)",52
"(1, 260, 1196, 1198, 1210, 1214, 1291)",52
"(592, 1214, 1291)",52
"(260, 858, 1214, 1291)",52
"(47, 50, 260, 296, 858, 1196, 2571)",52
"(47, 296, 858, 1198, 2571)",52
"(47, 50, 296, 858, 1196, 2571)",52
"(47, 50, 260, 318, 858, 1196)",52
"(50, 296, 1213, 1221, 2571)",52
"(47, 296, 608, 858, 2571)",52
"(47, 356, 608, 858)",52
"(110, 527, 2762)",52
"(47, 858, 1196, 1221, 2571)",52
"(47, 260, 296, 858, 1196, 1221)",52
"(47, 50, 260, 593, 858, 2571)",52
"(50, 260, 593, 1213, 1221)",52
"(296, 356, 608, 858, 1210)",52
"(260, 318, 593, 1136, 1210)",52
"(589, 1196, 1210, 1214, 1291, 2571)",52
"(2571, 2959, 6539)",52
"(4306, 4886, 6539)",52
"(6539, 33794)",52
"(4896, 6539)",52
"(318, 1196, 1210, 2858, 4226)",52
"(47, 260, 296, 1210, 2571, 4226)",52
"(318, 780, 4226)",52
"(260, 356, 1270, 1291, 2115)",52
"(593, 1196, 1213, 1240)",52
"(593, 1136, 1196, 1240)",52
"(356, 1136, 1196, 1240)",52
"(260, 356, 1136, 1196, 1240)",52
"(260, 356, 1291, 2571, 2716)",52
"(296, 318, 356, 2329, 2571, 2858)",52
"(110, 593, 1210, 2762)",52
"(223, 260, 1210)",52
"(47, 260, 318, 1196, 1210, 2571, 4226)",52
"(47, 356, 1210, 2571, 4226)",52
"(260, 589, 1210, 1214, 1291, 2571)",52
"(1, 1210, 1214, 1291, 2571)",52
"(589, 1196, 1198, 1214, 1291)",52
"(260, 589, 1196, 1198, 1214, 1291)",52
"(1, 1196, 1198, 1214, 1291)",52
"(1, 260, 1196, 1198, 1214, 1291)",52
"(47, 296, 858, 1196, 1221)",52
"(208, 292)",52
"(356, 1213, 1240)",52
"(260, 593, 1213, 1240)",52
"(47, 50, 318, 858, 1196)",52
"(47, 260, 1196, 1198, 1210, 1240)",52
"(47, 50, 260, 296, 318, 858, 2571)",52
"(50, 296, 608, 858, 1210)",52
"(50, 260, 296, 608, 858, 1210)",52
"(260, 592, 1240, 1291)",52
"(589, 592, 1240, 1291)",52
"(260, 592, 1196, 1240, 1291)",52
"(364, 589, 1240)",52
"(6539, 58559)",52
"(47, 593, 858, 1221, 2571)",52
"(110, 260, 356, 589, 1210, 2762)",52
"(110, 356, 1196, 1210, 2571, 2762)",52
"(47, 1198, 1210, 1240)",52
"(47, 260, 1198, 1210, 1240)",52
"(364, 589, 1240, 2571)",52
"(47, 50, 296, 858, 1221, 2571)",52
"(47, 50, 260, 296, 858, 1221)",52
"(47, 50, 858, 1196, 1221)",52
"(47, 50, 260, 858, 1196, 1221)",52
"(364, 33794)",52
"(364, 1265, 4306)",52
"(47, 50, 589, 858)",52
"(1196, 1200, 1265, 2571)",52
"(1, 1196, 1198, 1210, 1270, 2115)",52
"(1, 260, 1196, 1198, 1210, 1270, 2115)",52
"(32, 223)",52
"(47, 260, 318, 593, 1198)",52
"(208, 316)",52
"(593, 1213, 1221, 2571)",52
"(47, 296, 1196, 1210, 2571, 4226)",52
"(110, 356, 589, 1196, 1210, 2762)",52
"(110, 858, 2571, 2762)",52
"(47, 110, 356, 2762)",52
"(223, 1198)",52
"(47, 50, 296, 318, 593, 2329)",52
"(47, 356, 1196, 1210, 4226)",52
"(47, 260, 318, 1196, 1210, 4226)",52
"(47, 260, 296, 1196, 1210, 4226)",52
"(260, 296, 608, 1210, 1265, 2571)",52
"(296, 318, 593, 858, 1221, 2858)",52
"(47, 260, 858, 1196, 1221, 2571)",52
"(47, 50, 593, 858, 1221)",52
"(1097, 4963)",52
"(47, 296, 589, 1196, 1210, 1240)",52
"(47, 50, 296, 356, 2329)",52
"(260, 1036, 1196, 1210, 2571, 2716)",52
"(110, 318, 356, 4306)",52
"(110, 296, 356, 2571, 4306)",52
"(50, 296, 318, 356, 2762)",52
"(50, 318, 356, 2571, 2762)",52
"(47, 260, 356, 1210, 4226)",52
"(110, 1210, 2571, 4306)",52
"(296, 858, 1213, 2329)",52
"(296, 356, 608, 2571, 2762)",52
"(260, 296, 858, 1221, 2571, 2858)",52
"(260, 296, 541, 608, 1196)",52
"(541, 593, 608, 1198)",52
"(260, 589, 1196, 1214, 1291, 2571)",52
"(296, 1198, 1214, 1291)",52
"(1097, 1198, 1210, 2115)",52
"(47, 356, 593, 1198)",52
"(260, 1210, 1213, 1240)",52
"(50, 356, 593, 2571, 2762)",52
"(318, 589, 1196, 1198, 1240)",52
"(318, 356, 608, 1210, 1265)",52
"(260, 296, 318, 608, 1210, 1265)",52
"(260, 296, 593, 608, 1210, 1265)",52
"(356, 1198, 1210, 2571, 4226)",52
"(260, 858, 1036, 1214)",52
"(858, 1036, 1196, 1214)",52
"(318, 858, 1221, 2571, 2858)",52
"(260, 318, 858, 1221, 2858)",52
"(356, 589, 608, 2762)",52
"(47, 1196, 1198, 1210, 1240)",52
"(296, 1213, 2329, 2858)",52
"(47, 50, 296, 593, 2329, 2571)",52
"(318, 1213, 2329, 2571)",52
"(50, 296, 318, 1213, 2329)",52
"(1196, 1213, 2329)",52
"(296, 356, 1210, 1240, 2858)",52
"(608, 1036, 1196, 1214)",52
"(608, 1036, 1210, 1214)",52
"(608, 1036, 1196, 1210, 1214)",52
"(260, 1036, 1198, 1210, 1214, 2571)",52
"(296, 858, 1196, 1221, 2858)",52
"(318, 1214, 1291)",52
"(296, 593, 1097, 2571)",52
"(296, 356, 593, 1097)",52
"(260, 356, 1210, 1240, 2571, 2858)",52
"(589, 593, 1210, 1240, 2858)",52
"(47, 50, 296, 318, 356, 858)",52
"(260, 296, 356, 608, 2762)",52
"(260, 296, 858, 1196, 1221, 2858)",52
"(260, 356, 1198, 1210, 2571, 4226)",52
"(356, 1196, 1198, 1210, 4226)",52
"(260, 356, 1196, 1198, 1210, 4226)",52
"(260, 296, 589, 1136, 1196, 1240)",52
"(1, 110, 356, 4306)",52
"(1036, 1196, 1210, 2571, 2716)",52
"(110, 260, 1196, 4306)",52
"(47, 50, 1198, 1210)",52
"(47, 50, 260, 1198, 1210)",52
"(47, 50, 1196, 1198, 1210)",52
"(47, 50, 260, 1196, 1198, 1210)",52
"(260, 858, 1036, 1210, 1214)",52
"(858, 1036, 1196, 1210, 1214)",52
"(260, 296, 593, 608, 1196, 2762)",52
"(260, 589, 608, 1196, 2571, 2762)",52
"(50, 1213, 1240)",52
"(1198, 1213, 1240)",52
"(110, 296, 318, 4226)",52
"(110, 296, 318, 2571, 4226)",52
"(47, 50, 296, 356, 1196, 2571)",52
"(50, 260, 1210, 2571, 4226)",52
"(50, 1196, 1210, 2571, 4226)",52
"(356, 589, 1136, 1210, 2571)",52
"(608, 1198, 2571, 2762)",52
"(356, 608, 1198, 2762)",52
"(296, 589, 1097)",52
"(296, 1036, 1196, 1210, 1214)",52
"(260, 296, 1036, 1196, 1210, 1214)",52
"(1036, 1198, 1210, 1214, 2571)",52
"(260, 1036, 1196, 1198, 1214, 2571)",52
"(1036, 1214, 2858)",52
"(1, 318, 1196, 1210, 2571, 4226)",52
"(50, 260, 318, 2762)",52
"(223, 296, 608)",52
"(50, 260, 589, 2571, 2762)",52
"(318, 356, 593, 1210, 2858)",52
"(2571, 4963, 44191)",52
"(5418, 44191)",52
"(1198, 2571, 6539)",52
"(260, 296, 593, 1097)",52
"(260, 296, 1097, 2571)",52
"(47, 260, 296, 318, 356, 858, 1196)",52
"(593, 1213, 2329, 2571)",52
"(296, 589, 1136, 1210, 2571)",52
"(47, 296, 318, 1196, 2329, 2571)",52
"(47, 356, 1196, 2329)",52
"(47, 260, 318, 1196, 2329)",52
"(110, 318, 608, 2571)",52
"(110, 593, 608, 2571)",52
"(47, 318, 589, 858, 1196)",52
"(47, 296, 589, 858, 1196, 2571)",52
"(47, 260, 318, 589, 858, 1196)",52
"(47, 260, 296, 589, 858, 1196, 2571)",52
"(1036, 1196, 1198, 1214, 2571)",52
"(296, 2571, 6539)",52
"(1, 296, 1196, 1210, 1240, 1291)",52
"(1136, 1196, 1198, 1291, 2571)",52
"(50, 318, 1196, 2762)",52
"(356, 589, 1196, 1210, 4226)",52
"(47, 110, 356, 4226)",52
"(47, 110, 356, 2571, 4226)",52
"(50, 356, 1210, 4226)",52
"(260, 296, 318, 356, 1196, 1210, 4226)",52
"(551, 1196)",52
"(1196, 1210, 1240, 2571, 2628)",52
"(260, 1196, 1210, 1240, 2571, 2628)",52
"(589, 1196, 1200, 2571, 2762)",52
"(260, 589, 1196, 1200, 2762)",52
"(1210, 6539)",52
"(47, 260, 318, 593, 858, 1196, 2571)",52
"(47, 260, 318, 356, 858, 1196, 2571)",52
"(296, 318, 608, 1196, 1210, 1265)",52
"(296, 593, 608, 1196, 1210, 1265)",52
"(296, 608, 1196, 1210, 1265, 2571)",52
"(260, 1196, 1210, 1213, 1240)",52
"(318, 1240, 1265, 2571)",52
"(110, 356, 1210, 2571, 4226)",52
"(110, 260, 1210, 4226)",52
"(110, 260, 1210, 2571, 4226)",52
"(260, 589, 1196, 1240, 2628)",52
"(260, 1210, 1240, 2571, 2628)",52
"(589, 1210, 1240, 2628)",52
"(47, 260, 296, 356, 2329)",52
"(110, 356, 1210, 4226)",52
"(296, 593, 1196, 1210, 1240, 2858)",52
"(593, 1196, 1210, 1240, 2571, 2858)",52
"(47, 260, 608, 2762)",52
"(318, 858, 1210, 1221, 2571)",52
"(318, 356, 858, 1210, 1221)",52
"(296, 356, 858, 1210, 1221, 2571)",52
"(1, 260, 1196, 1210, 1240, 1291, 2571)",52
"(589, 1036, 1210, 1214, 2571)",52
"(47, 110, 296, 4226)",52
"(47, 110, 296, 2571, 4226)",52
"(32, 1356)",52
"(260, 296, 541, 593, 2858)",52
"(541, 593, 1196, 2858)",52
"(318, 589, 1240, 1265)",52
"(110, 260, 593, 608)",52
"(110, 260, 356, 608, 2571)",52
"(260, 356, 589, 1240, 1265)",52
"(589, 608, 1196, 1210, 1265)",52
"(260, 296, 356, 1196, 1198, 1240, 2571)",52
"(318, 527, 1097)",52
"(260, 1196, 1197, 1198, 1214)",52
"(296, 1097, 1196, 2571)",52
"(50, 260, 858, 1221, 2571, 2858)",52
"(296, 608, 2571, 2762, 2858)",52
"(296, 1089, 1193, 1213)",52
"(260, 1200, 1210, 2762)",52
"(589, 1196, 1240, 2628)",52
"(50, 110, 260, 608)",52
"(1196, 2571, 2628, 2716)",52
"(1, 260, 356, 1210, 2571, 4226)",52
"(260, 296, 356, 608, 1196, 1210, 1265)",52
"(260, 356, 608, 1196, 1210, 1265, 2571)",52
"(47, 50, 527, 2571)",52
"(47, 50, 296, 356, 527)",52
"(110, 356, 608, 1210, 2571)",52
"(110, 260, 608, 1210, 2571)",52
"(47, 296, 608, 2571, 2762)",52
"(589, 608, 1210, 2571, 2762)",52
"(260, 589, 608, 1210, 2762)",52
"(356, 608, 1196, 1210, 2762)",52
"(356, 8961, 44191)",52
"(260, 589, 1036, 1214, 2571)",52
"(296, 541, 593, 2571, 2858)",52
"(318, 589, 1210, 2571, 2858)",52
"(296, 589, 593, 1210, 2571, 2858)",52
"(260, 541, 608, 1196, 1210)",52
"(32, 541, 608)",52
"(260, 1197, 1198, 1214)",52
"(608, 858, 1196, 1214)",52
"(260, 608, 858, 1196, 1214)",52
"(296, 608, 1214, 2762)",52
"(608, 1196, 1214, 2762)",52
"(47, 296, 318, 356, 858, 1196)",52
"(47, 593, 608, 2762)",52
"(589, 1136, 1210, 1240, 2571)",52
"(47, 260, 593, 2329)",52
"(47, 260, 593, 2329, 2571)",52
"(50, 110, 608, 2571)",52
"(50, 110, 356, 608)",52
"(260, 356, 589, 1210, 4226)",52
"(50, 296, 589, 1196, 2762)",52
"(589, 1198, 1210, 1270, 2115)",52
"(260, 589, 1198, 1210, 1270, 2115)",52
"(296, 593, 1196, 1210, 4226)",52
"(47, 50, 260, 296, 318, 356)",52
"(47, 50, 260, 296, 356, 593)",52
"(50, 551)",52
"(260, 1196, 1307)",52
"(260, 296, 589, 1240, 1265)",52
"(296, 318, 541, 593, 2858)",52
"(47, 50, 296, 318, 356, 593, 2571)",52
"(296, 589, 1210, 1240, 2571, 2858)",52
"(260, 296, 589, 1210, 1240, 2858)",52
"(32, 296, 608, 2762)",52
"(32, 608, 2571, 2762)",52
"(110, 1197, 2571)",52
"(110, 608, 1198)",52
"(318, 541, 593, 2858)",52
"(150, 153, 318)",52
"(150, 153, 296)",52
"(296, 608, 1196, 1198, 1214)",52
"(260, 296, 608, 1196, 1198, 1214)",52
"(47, 296, 593, 608, 1214)",52
"(47, 318, 593, 858, 1196, 2571)",52
"(47, 318, 356, 858, 1196, 2571)",52
"(260, 1210, 1307)",52
"(1097, 1307)",52
"(260, 296, 1196, 1240, 1265, 2571)",52
"(260, 356, 1196, 1240, 1265, 2571)",52
"(110, 296, 608, 1196)",52
"(589, 1136, 1196, 1210, 1240, 2571)",52
"(260, 356, 1196, 8360)",52
"(593, 8360)",52
"(1197, 2571, 2716)",52
"(260, 1197, 2716)",52
"(296, 1036, 2571, 2716)",52
"(260, 589, 593, 1210, 2571, 2858)",52
"(2571, 44191, 58559)",52
"(2571, 7361, 44191)",52
"(260, 608, 1214, 2858)",52
"(608, 1196, 1214, 2858)",52
"(260, 296, 318, 858, 1210, 1221)",52
"(1, 296, 1210, 4226)",52
"(50, 260, 608, 1196, 1210, 1265)",52
"(1089, 1200, 1210, 1214)",52
"(110, 260, 608, 1196, 1210, 2571)",52
"(110, 260, 356, 608, 1196, 1210)",52
"(47, 260, 296, 318, 589, 858)",52
"(260, 356, 1196, 1210, 1240, 2571, 2858)",52
"(356, 589, 1196, 1210, 1240, 2858)",52
"(260, 589, 608, 1196, 1210, 2762)",52
"(608, 1089, 1196, 1210, 1213)",52
"(527, 858, 1210, 1221)",52
"(260, 527, 858, 1210, 1221)",52
"(260, 296, 608, 1196, 1214, 2571)",52
"(589, 608, 1196, 1214)",52
"(50, 296, 608, 1214)",52
"(296, 608, 1210, 2762)",52
"(1, 1198, 1210, 1270, 2115)",52
"(1, 260, 1198, 1210, 1270, 2115)",52
"(110, 1196, 1197, 2571)",52
"(110, 356, 1196, 1197)",52
"(260, 589, 1136, 1210, 1240, 2571)",52
"(47, 260, 541, 1196)",52
"(110, 318, 1036)",52
"(110, 260, 356, 1036, 2571)",52
"(1196, 1210, 2628, 2716)",52
"(260, 1196, 1210, 2628, 2716)",52
"(2628, 5445)",52
"(153, 356)",52
"(110, 260, 589, 1036, 1210)",52
"(541, 1036, 2571)",52
"(260, 356, 589, 1210, 2571, 2858)",52
"(1, 318, 1210, 2858)",52
"(260, 593, 858, 1210, 1221, 2571)",52
"(260, 356, 593, 858, 1210, 1221)",52
"(260, 608, 858, 1089, 1213)",52
"(356, 4306, 4886, 4963)",52
"(1221, 4963)",52
"(260, 296, 1198, 2329, 2571)",52
"(296, 356, 1196, 1198, 1240, 2571)",52
"(260, 593, 1196, 1198, 1240, 2571)",52
"(356, 593, 1210, 2571, 4226)",52
"(260, 296, 593, 1210, 4226)",52
"(1, 260, 296, 1210, 2571, 2858)",52
"(1, 589, 1210, 2858)",52
"(260, 1196, 1210, 2571, 44191)",52
"(356, 4306, 44191)",52
"(296, 593, 608, 1198, 1214)",52
"(608, 2858, 4306)",52
"(47, 260, 296, 608, 1214)",52
"(47, 296, 608, 1196, 1214)",52
"(1, 260, 318, 1210, 4226)",52
"(153, 296, 318, 592)",52
"(1, 1196, 1240, 1265, 2571)",52
"(260, 1196, 1198, 1210, 1240, 2858)",52
"(296, 608, 1089, 1210, 1213)",52
"(260, 608, 1089, 1210, 1213)",52
"(296, 608, 4993)",52
"(593, 608, 4993)",52
"(589, 1136, 1196, 1291, 2571)",52
"(589, 608, 1214, 2571)",52
"(260, 589, 608, 1214)",52
"(296, 593, 858, 1196, 1210, 1221)",52
"(260, 296, 593, 858, 1196, 1210, 1221)",52
"(296, 318, 356, 608, 4226)",52
"(47, 260, 318, 589, 858, 2571)",52
"(1, 47, 260, 356, 1196, 2571)",52
"(1, 47, 589, 1196)",52
"(260, 1196, 2571, 8360)",52
"(110, 260, 589, 1036)",52
"(260, 296, 608, 1196, 1198, 1210, 1265)",52
